Follower Timeouts, Cumulative Percent, Time to elect Leader
50-100,0.870500,90.703964
50-100,0.871500,90.759039
50-100,0.872500,91.022015
50-100,0.873500,91.053009
50-100,0.874500,91.099977
50-100,0.875500,91.240883
50-100,0.876500,91.352940
50-100,0.877500,91.506958
50-100,0.878500,91.680050
50-100,0.879500,91.724873
50-100,0.880500,91.741800
50-100,0.881500,91.871023
50-100,0.882500,91.891050
50-100,0.883500,91.923952
50-100,0.884500,92.049837
50-100,0.885500,92.345953
50-100,0.886500,92.422962
50-100,0.887500,92.605114
50-100,0.888500,92.683077
50-100,0.889500,92.788935
50-100,0.890500,92.926979
50-100,0.891500,93.564987
50-100,0.892500,94.640017
50-100,0.893500,94.717026
50-100,0.894500,94.886780
50-100,0.895500,95.021963
50-100,0.896500,95.066786
50-100,0.897500,95.247030
50-100,0.898500,95.382929
50-100,0.899500,95.555067
50-100,0.900500,95.769882
50-100,0.901500,95.778942
50-100,0.902500,95.858812
50-100,0.903500,96.100092
50-100,0.904500,96.152067
50-100,0.905500,96.271992
50-100,0.906500,96.315861
50-100,0.907500,96.668005
50-100,0.908500,96.714020
50-100,0.909500,97.269058
50-100,0.910500,97.448111
50-100,0.911500,97.666025
50-100,0.912500,97.712994
50-100,0.913500,97.767830
50-100,0.914500,97.954035
50-100,0.915500,98.182917
50-100,0.916500,98.372936
50-100,0.917500,98.453045
50-100,0.918500,98.717928
50-100,0.919500,98.992109
50-100,0.920500,99.301100
50-100,0.921500,101.040125
50-100,0.922500,101.559877
50-100,0.923500,102.290869
50-100,0.924500,102.836847
50-100,0.925500,103.206873
50-100,0.926500,103.497028
50-100,0.927500,103.797913
50-100,0.928500,103.910923
50-100,0.929500,103.922129
50-100,0.930500,103.958130
50-100,0.931500,104.016066
50-100,0.932500,104.887962
50-100,0.933500,105.259180
50-100,0.934500,105.732918
50-100,0.935500,105.998039
50-100,0.936500,106.168985
50-100,0.937500,106.189013
50-100,0.938500,106.368065
50-100,0.939500,106.525183
50-100,0.940500,108.027935
50-100,0.941500,109.184027
50-100,0.942500,111.498117
50-100,0.943500,113.821983
50-100,0.944500,115.491152
50-100,0.945500,119.320869
50-100,0.946500,119.436026
50-100,0.947500,119.636774
50-100,0.948500,119.750977
50-100,0.949500,119.791985
50-100,0.950500,119.833946
50-100,0.951500,120.069027
50-100,0.952500,120.373011
50-100,0.953500,122.719049
50-100,0.954500,124.284983
50-100,0.955500,125.102043
50-100,0.956500,128.494978
50-100,0.957500,130.745173
50-100,0.958500,130.774021
50-100,0.959500,133.440018
50-100,0.960500,133.717060
50-100,0.961500,134.265900
50-100,0.962500,134.680033
50-100,0.963500,135.319948
50-100,0.964500,136.963844
50-100,0.965500,138.118029
50-100,0.966500,138.183117
50-100,0.967500,139.806032
50-100,0.968500,139.956951
50-100,0.969500,142.101049
50-100,0.970500,142.534971
50-100,0.971500,143.739939
50-100,0.972500,143.919945
50-100,0.973500,144.115925
50-100,0.974500,144.170046
50-100,0.975500,144.240141
50-100,0.976500,146.675110
50-100,0.977500,146.849871
50-100,0.978500,146.899939
50-100,0.979500,148.371935
50-100,0.980500,148.862839
50-100,0.981500,149.501085
50-100,0.982500,153.295040
50-100,0.983500,153.295040
50-100,0.984500,154.505968
50-100,0.985500,154.603004
50-100,0.986500,155.256987
50-100,0.987500,157.178879
50-100,0.988500,167.961836
50-100,0.989500,168.041945
50-100,0.990500,168.858051
50-100,0.991500,170.225859
50-100,0.992500,171.313047
50-100,0.993500,172.153950
50-100,0.994500,173.156023
50-100,0.995500,182.615042
50-100,0.996500,188.488007
50-100,0.997500,190.639019
50-100,0.998500,210.944891
50-100,0.999500,253.280163
100-200,0.000500,65.736055
100-200,0.001500,66.673994
100-200,0.002500,66.787004
100-200,0.003500,67.024946
100-200,0.004500,67.825079
100-200,0.005500,67.850113
100-200,0.006500,67.919016
100-200,0.007500,68.067074
100-200,0.008500,68.364143
100-200,0.009500,68.878889
100-200,0.010500,68.927050
100-200,0.011500,69.304228
100-200,0.012500,69.343090
100-200,0.013500,69.345951
100-200,0.014500,69.520950
100-200,0.015500,69.576025
100-200,0.016500,69.633007
100-200,0.017500,70.518017
100-200,0.018500,71.063995
100-200,0.019500,71.404934
100-200,0.020500,71.699858
100-200,0.021500,71.869135
100-200,0.022500,72.171926
100-200,0.023500,72.227001
100-200,0.024500,73.216915
100-200,0.025500,73.534012
100-200,0.026500,73.611021
100-200,0.027500,73.621988
100-200,0.028500,73.640108
100-200,0.029500,73.702097
100-200,0.030500,74.353933
100-200,0.031500,74.407101
100-200,0.032500,75.010777
100-200,0.033500,75.196981
100-200,0.034500,75.582027
100-200,0.035500,75.665951
100-200,0.036500,75.678110
100-200,0.037500,75.919151
100-200,0.038500,76.173067
100-200,0.039500,76.210976
100-200,0.040500,76.318026
100-200,0.041500,76.348066
100-200,0.042500,76.457024
100-200,0.043500,76.587200
100-200,0.044500,76.699018
100-200,0.045500,77.213049
100-200,0.046500,77.572107
100-200,0.047500,77.635050
100-200,0.048500,77.636957
100-200,0.049500,77.703953
100-200,0.050500,77.739954
100-200,0.051500,77.994108
100-200,0.052500,78.022957
100-200,0.053500,78.753948
100-200,0.054500,79.036951
100-200,0.055500,79.552889
100-200,0.056500,79.627991
100-200,0.057500,79.828024
100-200,0.058500,79.985857
100-200,0.059500,80.087900
100-200,0.060500,80.225945
100-200,0.061500,80.288172
100-200,0.062500,80.307007
100-200,0.063500,80.410957
100-200,0.064500,80.608130
100-200,0.065500,80.694914
100-200,0.066500,80.889940
100-200,0.067500,81.197977
100-200,0.068500,81.397057
100-200,0.069500,81.431866
100-200,0.070500,81.493855
100-200,0.071500,81.665993
100-200,0.072500,81.715822
100-200,0.073500,81.807852
100-200,0.074500,81.934929
100-200,0.075500,82.071066
100-200,0.076500,82.336187
100-200,0.077500,82.340002
100-200,0.078500,82.764149
100-200,0.079500,83.067179
100-200,0.080500,83.128929
100-200,0.081500,83.141088
100-200,0.082500,83.299875
100-200,0.083500,83.344221
100-200,0.084500,83.532095
100-200,0.085500,83.616972
100-200,0.086500,83.947897
100-200,0.087500,83.970070
100-200,0.088500,84.062099
100-200,0.089500,84.074974
100-200,0.090500,84.075928
100-200,0.091500,84.076881
100-200,0.092500,84.285975
100-200,0.093500,84.327936
100-200,0.094500,84.358931
100-200,0.095500,84.636927
100-200,0.096500,84.638834
100-200,0.097500,84.708929
100-200,0.098500,84.863901
100-200,0.099500,85.050106
100-200,0.100500,85.144043
100-200,0.101500,85.355997
100-200,0.102500,85.628986
100-200,0.103500,85.922956
100-200,0.104500,85.947990
100-200,0.105500,85.984945
100-200,0.106500,86.155176
100-200,0.107500,86.463928
100-200,0.108500,86.529016
100-200,0.109500,86.612940
100-200,0.110500,86.719990
100-200,0.111500,86.883068
100-200,0.112500,87.258101
100-200,0.113500,87.488890
100-200,0.114500,87.491989
100-200,0.115500,87.497950
100-200,0.116500,87.569952
100-200,0.117500,87.664843
100-200,0.118500,88.020086
100-200,0.119500,88.137150
100-200,0.120500,88.490963
100-200,0.121500,88.514090
100-200,0.122500,88.515997
100-200,0.123500,88.886976
100-200,0.124500,89.004993
100-200,0.125500,89.405060
100-200,0.126500,89.555025
100-200,0.127500,89.581013
100-200,0.128500,89.589119
100-200,0.129500,89.689970
100-200,0.130500,89.759111
100-200,0.131500,89.970827
100-200,0.132500,90.004921
100-200,0.133500,90.190887
100-200,0.134500,90.209007
100-200,0.135500,90.254068
100-200,0.136500,90.256929
100-200,0.137500,90.327024
100-200,0.138500,90.426207
100-200,0.139500,90.559006
100-200,0.140500,90.681076
100-200,0.141500,90.828180
100-200,0.142500,90.890884
100-200,0.143500,91.188908
100-200,0.144500,91.242075
100-200,0.145500,91.245174
100-200,0.146500,91.600895
100-200,0.147500,91.618061
100-200,0.148500,91.650009
100-200,0.149500,91.650963
100-200,0.150500,91.767073
100-200,0.151500,91.841936
100-200,0.152500,91.866016
100-200,0.153500,91.889858
100-200,0.154500,92.148066
100-200,0.155500,92.183113
100-200,0.156500,92.270136
100-200,0.157500,92.477083
100-200,0.158500,92.514038
100-200,0.159500,92.536926
100-200,0.160500,92.560053
100-200,0.161500,92.638016
100-200,0.162500,92.641115
100-200,0.163500,92.722893
100-200,0.164500,92.934847
100-200,0.165500,93.006134
100-200,0.166500,93.028069
100-200,0.167500,93.055964
100-200,0.168500,93.065977
100-200,0.169500,93.071222
100-200,0.170500,93.148947
100-200,0.171500,93.163967
100-200,0.172500,93.299150
100-200,0.173500,93.413830
100-200,0.174500,93.445063
100-200,0.175500,93.487978
100-200,0.176500,93.513966
100-200,0.177500,93.564034
100-200,0.178500,93.595028
100-200,0.179500,93.625069
100-200,0.180500,94.015121
100-200,0.181500,94.071150
100-200,0.182500,94.074011
100-200,0.183500,94.153166
100-200,0.184500,94.187975
100-200,0.185500,94.197035
100-200,0.186500,94.372034
100-200,0.187500,94.419956
100-200,0.188500,94.430923
100-200,0.189500,94.446898
100-200,0.190500,94.510078
100-200,0.191500,94.580173
100-200,0.192500,94.617128
100-200,0.193500,94.629049
100-200,0.194500,94.696999
100-200,0.195500,94.774008
100-200,0.196500,94.863176
100-200,0.197500,94.915152
100-200,0.198500,95.071793
100-200,0.199500,95.335007
100-200,0.200500,95.508099
100-200,0.201500,95.589876
100-200,0.202500,95.686913
100-200,0.203500,95.762014
100-200,0.204500,95.985889
100-200,0.205500,96.283197
100-200,0.206500,96.286058
100-200,0.207500,96.579075
100-200,0.208500,96.610069
100-200,0.209500,96.849203
100-200,0.210500,96.964836
100-200,0.211500,97.054005
100-200,0.212500,97.073078
100-200,0.213500,97.110987
100-200,0.214500,97.319126
100-200,0.215500,97.405195
100-200,0.216500,97.563028
100-200,0.217500,97.584009
100-200,0.218500,97.730875
100-200,0.219500,97.776890
100-200,0.220500,97.784042
100-200,0.221500,97.844124
100-200,0.222500,97.850084
100-200,0.223500,97.864151
100-200,0.224500,97.938061
100-200,0.225500,98.263025
100-200,0.226500,98.271132
100-200,0.227500,98.353148
100-200,0.228500,98.356009
100-200,0.229500,98.390102
100-200,0.230500,98.474026
100-200,0.231500,98.516941
100-200,0.232500,98.541021
100-200,0.233500,98.573208
100-200,0.234500,98.623991
100-200,0.235500,98.782063
100-200,0.236500,99.061012
100-200,0.237500,99.246979
100-200,0.238500,99.406958
100-200,0.239500,99.422216
100-200,0.240500,99.429131
100-200,0.241500,99.440098
100-200,0.242500,99.445105
100-200,0.243500,99.553108
100-200,0.244500,99.712849
100-200,0.245500,99.899054
100-200,0.246500,99.905014
100-200,0.247500,99.937201
100-200,0.248500,99.943161
100-200,0.249500,100.001812
100-200,0.250500,100.143194
100-200,0.251500,100.153923
100-200,0.252500,100.326061
100-200,0.253500,100.337029
100-200,0.254500,100.431204
100-200,0.255500,100.447893
100-200,0.256500,100.805044
100-200,0.257500,100.862026
100-200,0.258500,100.908995
100-200,0.259500,100.963116
100-200,0.260500,101.053953
100-200,0.261500,101.087809
100-200,0.262500,101.100922
100-200,0.263500,101.113081
100-200,0.264500,101.126909
100-200,0.265500,101.176023
100-200,0.266500,101.499081
100-200,0.267500,101.632118
100-200,0.268500,101.655006
100-200,0.269500,101.666927
100-200,0.270500,101.670980
100-200,0.271500,101.742983
100-200,0.272500,101.793051
100-200,0.273500,101.859093
100-200,0.274500,102.092981
100-200,0.275500,102.108955
100-200,0.276500,102.115154
100-200,0.277500,102.506876
100-200,0.278500,102.516890
100-200,0.279500,102.566957
100-200,0.280500,102.590084
100-200,0.281500,102.926970
100-200,0.282500,102.972984
100-200,0.283500,103.013992
100-200,0.284500,103.492022
100-200,0.285500,103.583097
100-200,0.286500,103.612900
100-200,0.287500,103.667974
100-200,0.288500,103.680849
100-200,0.289500,103.710890
100-200,0.290500,103.725910
100-200,0.291500,103.800058
100-200,0.292500,103.855133
100-200,0.293500,104.125977
100-200,0.294500,104.315996
100-200,0.295500,104.400873
100-200,0.296500,104.408979
100-200,0.297500,104.502916
100-200,0.298500,104.635000
100-200,0.299500,104.675055
100-200,0.300500,104.687929
100-200,0.301500,104.702950
100-200,0.302500,104.733944
100-200,0.303500,104.856968
100-200,0.304500,104.861975
100-200,0.305500,104.918003
100-200,0.306500,104.984045
100-200,0.307500,104.995012
100-200,0.308500,105.141878
100-200,0.309500,105.158806
100-200,0.310500,105.240107
100-200,0.311500,105.272055
100-200,0.312500,105.283022
100-200,0.313500,105.293036
100-200,0.314500,105.300188
100-200,0.315500,105.468035
100-200,0.316500,105.550051
100-200,0.317500,105.588913
100-200,0.318500,105.633974
100-200,0.319500,105.669975
100-200,0.320500,105.689049
100-200,0.321500,105.843067
100-200,0.322500,105.846882
100-200,0.323500,106.025934
100-200,0.324500,106.059074
100-200,0.325500,106.086016
100-200,0.326500,106.097221
100-200,0.327500,106.133938
100-200,0.328500,106.245995
100-200,0.329500,106.258154
100-200,0.330500,106.374979
100-200,0.331500,106.492996
100-200,0.332500,106.566191
100-200,0.333500,106.590986
100-200,0.334500,106.667995
100-200,0.335500,106.765985
100-200,0.336500,106.821060
100-200,0.337500,106.825829
100-200,0.338500,106.839895
100-200,0.339500,106.956005
100-200,0.340500,106.995106
100-200,0.341500,107.122898
100-200,0.342500,107.230902
100-200,0.343500,107.280016
100-200,0.344500,107.517958
100-200,0.345500,107.518911
100-200,0.346500,107.568979
100-200,0.347500,107.588053
100-200,0.348500,107.779980
100-200,0.349500,107.859850
100-200,0.350500,107.903004
100-200,0.351500,107.961178
100-200,0.352500,108.014107
100-200,0.353500,108.021021
100-200,0.354500,108.047009
100-200,0.355500,108.115911
100-200,0.356500,108.152151
100-200,0.357500,108.196020
100-200,0.358500,108.229876
100-200,0.359500,108.230114
100-200,0.360500,108.479023
100-200,0.361500,108.714104
100-200,0.362500,108.749151
100-200,0.363500,108.803034
100-200,0.364500,108.916998
100-200,0.365500,108.926058
100-200,0.366500,108.998060
100-200,0.367500,109.058857
100-200,0.368500,109.216928
100-200,0.369500,109.262943
100-200,0.370500,109.350920
100-200,0.371500,109.416962
100-200,0.372500,109.437943
100-200,0.373500,109.452009
100-200,0.374500,109.482050
100-200,0.375500,109.495163
100-200,0.376500,109.537125
100-200,0.377500,109.558105
100-200,0.378500,109.613895
100-200,0.379500,109.646082
100-200,0.380500,109.647036
100-200,0.381500,109.663010
100-200,0.382500,109.663010
100-200,0.383500,109.735012
100-200,0.384500,109.741926
100-200,0.385500,109.769106
100-200,0.386500,109.803915
100-200,0.387500,109.891891
100-200,0.388500,109.974861
100-200,0.389500,110.296965
100-200,0.390500,110.354900
100-200,0.391500,110.463142
100-200,0.392500,110.561132
100-200,0.393500,110.580921
100-200,0.394500,110.605001
100-200,0.395500,110.622883
100-200,0.396500,110.652924
100-200,0.397500,110.688210
100-200,0.398500,110.836983
100-200,0.399500,110.904932
100-200,0.400500,110.913992
100-200,0.401500,110.926151
100-200,0.402500,110.995054
100-200,0.403500,111.115932
100-200,0.404500,111.212015
100-200,0.405500,111.214876
100-200,0.406500,111.269951
100-200,0.407500,111.427069
100-200,0.408500,111.528873
100-200,0.409500,111.663103
100-200,0.410500,111.721039
100-200,0.411500,111.754894
100-200,0.412500,111.755133
100-200,0.413500,111.832857
100-200,0.414500,111.948967
100-200,0.415500,111.954927
100-200,0.416500,112.046957
100-200,0.417500,112.066984
100-200,0.418500,112.126112
100-200,0.419500,112.183094
100-200,0.420500,112.226963
100-200,0.421500,112.354994
100-200,0.422500,112.488985
100-200,0.423500,112.545967
100-200,0.424500,112.560034
100-200,0.425500,112.684965
100-200,0.426500,112.910986
100-200,0.427500,112.949133
100-200,0.428500,112.988949
100-200,0.429500,113.155127
100-200,0.430500,113.235950
100-200,0.431500,113.492966
100-200,0.432500,113.607168
100-200,0.433500,113.636971
100-200,0.434500,114.037037
100-200,0.435500,114.202976
100-200,0.436500,114.357948
100-200,0.437500,114.382029
100-200,0.438500,114.459991
100-200,0.439500,114.609003
100-200,0.440500,114.622116
100-200,0.441500,114.632130
100-200,0.442500,114.882946
100-200,0.443500,114.933014
100-200,0.444500,115.117788
100-200,0.445500,115.209103
100-200,0.446500,115.294933
100-200,0.447500,115.406990
100-200,0.448500,115.508080
100-200,0.449500,115.598202
100-200,0.450500,115.620136
100-200,0.451500,115.816832
100-200,0.452500,116.066933
100-200,0.453500,116.109848
100-200,0.454500,116.263866
100-200,0.455500,116.289854
100-200,0.456500,116.346836
100-200,0.457500,116.358995
100-200,0.458500,116.456985
100-200,0.459500,116.524935
100-200,0.460500,116.554976
100-200,0.461500,116.616964
100-200,0.462500,116.618872
100-200,0.463500,116.801977
100-200,0.464500,116.961956
100-200,0.465500,116.968155
100-200,0.466500,117.006063
100-200,0.467500,117.009878
100-200,0.468500,117.047071
100-200,0.469500,117.053986
100-200,0.470500,117.161989
100-200,0.471500,117.335081
100-200,0.472500,117.487907
100-200,0.473500,117.557049
100-200,0.474500,117.647171
100-200,0.475500,117.655993
100-200,0.476500,117.670059
100-200,0.477500,117.738008
100-200,0.478500,117.770910
100-200,0.479500,118.022919
100-200,0.480500,118.082047
100-200,0.481500,118.127108
100-200,0.482500,118.232965
100-200,0.483500,118.475914
100-200,0.484500,118.606091
100-200,0.485500,118.607998
100-200,0.486500,118.625164
100-200,0.487500,118.634939
100-200,0.488500,118.638039
100-200,0.489500,119.007826
100-200,0.490500,119.025946
100-200,0.491500,119.225979
100-200,0.492500,119.269848
100-200,0.493500,119.339943
100-200,0.494500,119.691133
100-200,0.495500,119.895935
100-200,0.496500,119.909048
100-200,0.497500,119.968176
100-200,0.498500,120.018959
100-200,0.499500,120.030880
100-200,0.500500,120.147943
100-200,0.501500,120.148897
100-200,0.502500,120.213032
100-200,0.503500,120.299101
100-200,0.504500,120.377064
100-200,0.505500,120.712996
100-200,0.506500,120.853901
100-200,0.507500,120.901823
100-200,0.508500,120.985031
100-200,0.509500,121.152878
100-200,0.510500,121.240854
100-200,0.511500,121.454000
100-200,0.512500,121.520996
100-200,0.513500,121.582031
100-200,0.514500,121.651888
100-200,0.515500,121.682882
100-200,0.516500,121.791124
100-200,0.517500,121.836901
100-200,0.518500,121.860027
100-200,0.519500,121.866941
100-200,0.520500,121.881008
100-200,0.521500,121.892929
100-200,0.522500,121.923923
100-200,0.523500,121.967077
100-200,0.524500,122.133017
100-200,0.525500,122.216940
100-200,0.526500,122.220039
100-200,0.527500,122.241974
100-200,0.528500,122.296810
100-200,0.529500,122.566938
100-200,0.530500,122.575998
100-200,0.531500,122.609854
100-200,0.532500,122.626066
100-200,0.533500,122.689962
100-200,0.534500,122.730017
100-200,0.535500,122.747898
100-200,0.536500,122.895002
100-200,0.537500,122.950792
100-200,0.538500,122.951031
100-200,0.539500,123.052120
100-200,0.540500,123.054981
100-200,0.541500,123.057842
100-200,0.542500,123.100996
100-200,0.543500,123.134851
100-200,0.544500,123.193979
100-200,0.545500,123.453140
100-200,0.546500,123.528004
100-200,0.547500,123.533964
100-200,0.548500,123.591900
100-200,0.549500,123.639107
100-200,0.550500,123.647928
100-200,0.551500,123.692036
100-200,0.552500,123.739958
100-200,0.553500,123.759985
100-200,0.554500,123.852015
100-200,0.555500,124.335051
100-200,0.556500,124.475956
100-200,0.557500,124.572992
100-200,0.558500,124.664068
100-200,0.559500,124.686003
100-200,0.560500,124.730110
100-200,0.561500,124.738932
100-200,0.562500,124.840975
100-200,0.563500,125.103951
100-200,0.564500,125.198841
100-200,0.565500,125.365019
100-200,0.566500,125.525951
100-200,0.567500,125.680923
100-200,0.568500,125.722885
100-200,0.569500,125.998974
